driver_rating,food_type,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
1.5,Veg,Clear,Foil,1,Koregaon Park,17.9,0
4.5,Non-Veg,Fog,Foil,3,Hinjewadi,13.3,0
3.8,Non-Veg,Rain,Plastic,4,Viman Nagar,44.9,0
2.7,Veg,Rain,Paper,3,Kothrud,51.2,0
1.0,Veg,Rain,Box,4,Hinjewadi,29.9,1
3.8,Non-Veg,Rain,Plastic,1,Hinjewadi,66.7,0
2.3,Non-Veg,Storm,Foil,0,Wakad,51.3,1
2.8,Veg,Clear,Paper,2,Viman Nagar,48.3,0
2.7,Veg,Fog,Plastic,1,Hinjewadi,35.9,0
4.9,Veg,Rain,Plastic,5,Hadapsar,60.5,0
4.5,Veg,Fog,Foil,2,Wakad,35.7,0
1.3,Veg,Rain,Plastic,0,Viman Nagar,28.8,0
4.4,Veg,Storm,Box,1,Hinjewadi,23.2,0
2.1,Veg,Fog,Foil,3,Hinjewadi,15.1,1
1.8,Veg,Fog,Box,2,Koregaon Park,24.1,0
1.4,Non-Veg,Rain,Box,3,Swargate,80.2,0
4.6,Non-Veg,Rain,Foil,1,Hinjewadi,52.6,0
2.8,Non-Veg,Rain,Box,2,Koregaon Park,71.3,0
4.0,Veg,Storm,Box,4,Baner,14.7,1
3.9,Non-Veg,Storm,Plastic,3,Pimpri,15.3,0
4.3,Non-Veg,Rain,Box,3,Kothrud,40.9,0
3.8,Veg,Rain,Plastic,5,Kothrud,55.9,1
3.7,Veg,Clear,Foil,1,Swargate,35.7,0
2.0,Non-Veg,Fog,Box,1,Hinjewadi,22.0,1
3.5,Veg,Storm,Paper,3,Hinjewadi,18.3,0
2.9,Veg,Storm,Box,1,Koregaon Park,41.8,1
3.0,Veg,Fog,Box,4,Koregaon Park,60.0,1
4.4,Non-Veg,Rain,Foil,3,Kothrud,32.5,0
2.4,Non-Veg,Fog,Plastic,2,Shivaji Nagar,87.0,0
2.0,Veg,Rain,Paper,1,Wakad,13.5,1
4.7,Non-Veg,Fog,Foil,3,Baner,83.8,1
1.1,Veg,Clear,Plastic,3,Hadapsar,59.4,0
1.2,Veg,Clear,Box,4,Hinjewadi,10.4,1
1.8,Veg,Clear,Plastic,0,Swargate,74.6,0
2.4,Veg,Storm,Paper,0,Kothrud,78.7,1
2.3,Veg,Clear,Plastic,4,Pimpri,17.6,0
1.9,Non-Veg,Clear,Paper,1,Baner,28.6,0
2.0,Non-Veg,Storm,Paper,0,Baner,68.3,1
2.3,Non-Veg,Storm,Paper,3,Viman Nagar,67.5,0
4.9,Non-Veg,Rain,Box,0,Hinjewadi,48.7,0
4.5,Non-Veg,Clear,Box,2,Wakad,57.6,0
4.9,Non-Veg,Clear,Plastic,0,Hadapsar,11.5,0
1.9,Veg,Clear,Box,4,Shivaji Nagar,69.2,0
3.9,Non-Veg,Fog,Paper,1,Wakad,30.0,0
4.3,Veg,Clear,Paper,1,Hadapsar,62.1,0
4.1,Veg,Rain,Paper,3,Pimpri,50.0,0
1.2,Non-Veg,Storm,Foil,5,Viman Nagar,44.6,1
2.7,Veg,Clear,Foil,3,Baner,51.8,0
4.4,Non-Veg,Clear,Plastic,1,Pimpri,37.1,0
1.5,Non-Veg,Rain,Box,2,Baner,14.1,0
5.0,Veg,Fog,Plastic,0,Koregaon Park,59.9,0
1.5,Non-Veg,Storm,Box,4,Baner,68.7,1
2.6,Non-Veg,Rain,Box,5,Kothrud,78.7,0
3.6,Non-Veg,Rain,Plastic,0,Wakad,45.2,0
4.4,Veg,Clear,Paper,1,Hadapsar,19.5,0
4.3,Veg,Clear,Foil,1,Koregaon Park,32.8,0
3.9,Veg,Rain,Box,3,Baner,76.0,0
3.5,Non-Veg,Fog,Foil,0,Shivaji Nagar,26.5,0
4.1,Non-Veg,Fog,Box,5,Kothrud,87.4,0
3.9,Veg,Clear,Plastic,1,Hadapsar,64.9,0
3.7,Non-Veg,Fog,Foil,5,Wakad,60.0,0
1.1,Non-Veg,Storm,Foil,0,Koregaon Park,83.4,1
3.2,Non-Veg,Fog,Paper,3,Wakad,35.7,1
1.0,Non-Veg,Rain,Foil,5,Swargate,15.1,0
1.6,Veg,Clear,Plastic,2,Shivaji Nagar,59.5,0
2.1,Veg,Storm,Paper,0,Shivaji Nagar,89.1,1
4.4,Veg,Fog,Foil,0,Hinjewadi,28.0,0
3.8,Non-Veg,Fog,Foil,2,Pimpri,84.8,0
2.8,Non-Veg,Fog,Paper,3,Kothrud,68.7,1
3.3,Veg,Rain,Foil,5,Viman Nagar,14.3,0
3.8,Non-Veg,Clear,Box,0,Kothrud,24.1,0
4.9,Non-Veg,Storm,Paper,1,Hinjewadi,47.8,0
4.5,Veg,Clear,Foil,3,Hadapsar,47.3,0
2.2,Veg,Clear,Paper,0,Kothrud,39.0,1
3.8,Non-Veg,Clear,Plastic,4,Kothrud,67.6,0
3.5,Veg,Storm,Foil,0,Pimpri,69.0,0
1.5,Non-Veg,Fog,Plastic,4,Hinjewadi,40.1,1
4.3,Non-Veg,Clear,Paper,3,Pimpri,27.3,0
1.6,Veg,Rain,Paper,4,Hadapsar,71.7,1
2.9,Veg,Clear,Plastic,0,Swargate,30.9,1
3.3,Veg,Clear,Paper,3,Swargate,81.7,0
3.5,Veg,Rain,Plastic,2,Viman Nagar,12.1,0
2.4,Non-Veg,Fog,Foil,5,Baner,43.8,0
3.9,Veg,Clear,Foil,5,Swargate,56.2,0
3.2,Non-Veg,Rain,Paper,2,Shivaji Nagar,10.3,0
4.4,Veg,Clear,Foil,4,Pimpri,87.6,1
1.6,Veg,Storm,Foil,3,Hadapsar,62.4,1
3.0,Non-Veg,Clear,Plastic,4,Baner,18.8,0
4.8,Veg,Clear,Foil,0,Viman Nagar,67.5,1
3.4,Veg,Rain,Box,3,Kothrud,89.7,1
3.5,Veg,Rain,Foil,4,Baner,49.4,0
1.3,Non-Veg,Storm,Plastic,4,Swargate,15.3,0
4.3,Veg,Fog,Plastic,4,Koregaon Park,79.1,1
3.1,Non-Veg,Fog,Paper,1,Shivaji Nagar,53.8,0
4.8,Veg,Rain,Plastic,5,Viman Nagar,25.4,0
3.7,Non-Veg,Clear,Foil,2,Koregaon Park,50.8,1
2.7,Veg,Rain,Plastic,2,Hadapsar,84.2,1
1.8,Non-Veg,Rain,Paper,5,Swargate,13.5,1
4.5,Veg,Storm,Foil,5,Viman Nagar,38.8,1
2.2,Veg,Storm,Box,5,Swargate,88.3,0
2.2,Non-Veg,Clear,Box,0,Pimpri,85.1,1
1.6,Veg,Storm,Plastic,0,Hadapsar,23.7,1
4.5,Veg,Clear,Plastic,4,Baner,52.1,0
3.0,Veg,Clear,Paper,5,Pimpri,49.8,1
3.9,Non-Veg,Rain,Foil,0,Hinjewadi,46.5,0
4.5,Veg,Storm,Box,1,Viman Nagar,52.2,0
3.6,Non-Veg,Rain,Box,1,Hadapsar,24.5,1
1.9,Veg,Fog,Box,3,Hinjewadi,40.1,0
4.2,Non-Veg,Rain,Box,4,Koregaon Park,71.5,0
3.0,Veg,Rain,Paper,1,Baner,45.0,0
3.0,Veg,Clear,Plastic,2,Hadapsar,67.8,0
3.6,Non-Veg,Clear,Paper,0,Hadapsar,49.4,0
3.8,Veg,Fog,Box,2,Koregaon Park,49.9,1
4.2,Non-Veg,Storm,Plastic,3,Hinjewadi,45.5,0
4.3,Veg,Clear,Box,2,Koregaon Park,47.5,0
1.8,Non-Veg,Rain,Foil,4,Pimpri,77.6,1
4.3,Non-Veg,Storm,Paper,1,Hadapsar,66.5,0
3.1,Non-Veg,Rain,Box,1,Wakad,26.4,0
4.6,Non-Veg,Clear,Paper,4,Hinjewadi,52.3,1
2.4,Veg,Storm,Plastic,1,Swargate,82.2,1
3.6,Veg,Rain,Foil,0,Swargate,64.7,1
4.3,Non-Veg,Rain,Foil,4,Baner,39.4,0
1.4,Non-Veg,Rain,Paper,5,Kothrud,25.3,1
4.5,Veg,Fog,Foil,3,Shivaji Nagar,40.4,0
4.4,Veg,Fog,Plastic,0,Wakad,85.9,0
1.2,Veg,Fog,Plastic,1,Hinjewadi,64.0,0
4.7,Veg,Clear,Plastic,3,Koregaon Park,27.1,0
2.3,Non-Veg,Fog,Box,3,Koregaon Park,72.6,1
4.8,Veg,Fog,Paper,2,Hinjewadi,10.7,0
2.2,Veg,Clear,Plastic,0,Baner,17.6,0
4.3,Non-Veg,Fog,Plastic,3,Swargate,46.7,1
1.0,Non-Veg,Storm,Plastic,5,Viman Nagar,81.0,1
4.8,Non-Veg,Clear,Paper,4,Wakad,46.9,0
2.3,Veg,Rain,Foil,4,Hadapsar,43.0,0
1.1,Veg,Rain,Box,2,Wakad,20.7,1
2.4,Veg,Clear,Plastic,1,Wakad,34.1,0
4.2,Veg,Fog,Box,0,Koregaon Park,62.5,1
2.2,Veg,Storm,Box,5,Shivaji Nagar,67.5,1
2.6,Veg,Storm,Paper,0,Shivaji Nagar,83.0,0
2.6,Non-Veg,Storm,Paper,5,Hadapsar,14.0,0
3.2,Veg,Rain,Foil,0,Koregaon Park,37.5,1
2.0,Veg,Storm,Box,0,Swargate,61.0,1
5.0,Non-Veg,Rain,Plastic,3,Shivaji Nagar,41.3,0
3.2,Non-Veg,Rain,Plastic,0,Pimpri,83.0,0
1.2,Non-Veg,Fog,Foil,5,Pimpri,75.6,0
3.0,Veg,Fog,Paper,2,Baner,30.2,0
3.1,Veg,Rain,Box,2,Swargate,61.0,1
1.4,Veg,Rain,Paper,1,Pimpri,51.1,0
1.5,Veg,Clear,Plastic,1,Hinjewadi,46.9,1
1.5,Veg,Rain,Box,4,Baner,35.9,1
1.5,Non-Veg,Clear,Box,0,Hadapsar,34.0,0
2.0,Veg,Fog,Paper,4,Kothrud,62.9,1
3.3,Veg,Fog,Box,5,Koregaon Park,51.5,0
4.2,Non-Veg,Clear,Plastic,5,Wakad,67.4,1
1.6,Veg,Storm,Foil,3,Hinjewadi,88.6,1
3.5,Non-Veg,Fog,Foil,4,Hinjewadi,13.9,0
1.7,Veg,Rain,Paper,0,Viman Nagar,34.1,1
1.5,Veg,Clear,Foil,3,Viman Nagar,41.8,1
1.9,Non-Veg,Rain,Box,3,Hadapsar,68.3,0
2.6,Veg,Storm,Plastic,2,Kothrud,26.3,0
3.2,Non-Veg,Storm,Foil,5,Hadapsar,55.1,0
2.5,Non-Veg,Fog,Box,2,Kothrud,38.1,1
2.2,Veg,Clear,Plastic,0,Kothrud,18.5,1
4.2,Veg,Fog,Box,4,Viman Nagar,75.1,0
4.5,Non-Veg,Rain,Box,0,Kothrud,22.5,1
1.6,Veg,Fog,Box,1,Baner,43.2,1
1.8,Veg,Rain,Foil,0,Wakad,64.6,0
3.9,Veg,Fog,Plastic,1,Kothrud,55.4,0
1.6,Non-Veg,Rain,Paper,1,Koregaon Park,67.8,1
1.7,Veg,Rain,Box,0,Baner,25.2,0
2.9,Non-Veg,Rain,Plastic,4,Koregaon Park,15.2,0
3.6,Non-Veg,Storm,Paper,3,Pimpri,58.3,0
2.0,Veg,Rain,Paper,3,Baner,25.2,0
3.2,Non-Veg,Rain,Plastic,0,Swargate,68.8,0
2.8,Non-Veg,Rain,Plastic,1,Baner,69.8,1
3.6,Non-Veg,Rain,Box,4,Pimpri,68.4,0
2.1,Veg,Rain,Foil,4,Pimpri,31.6,0
4.4,Non-Veg,Storm,Box,3,Baner,43.0,0
1.5,Non-Veg,Storm,Box,4,Swargate,18.1,1
2.1,Veg,Fog,Plastic,3,Koregaon Park,48.0,0
1.2,Non-Veg,Rain,Box,3,Viman Nagar,56.4,0
3.5,Veg,Rain,Paper,5,Koregaon Park,24.7,0
4.0,Non-Veg,Clear,Paper,5,Wakad,37.0,1
3.2,Non-Veg,Rain,Paper,2,Hinjewadi,76.4,1
2.8,Non-Veg,Fog,Plastic,1,Shivaji Nagar,51.7,0
1.1,Veg,Storm,Foil,4,Kothrud,79.8,1
1.7,Veg,Clear,Paper,5,Viman Nagar,57.7,1
2.9,Non-Veg,Storm,Box,4,Baner,10.1,0
2.2,Veg,Storm,Paper,3,Viman Nagar,72.7,1
2.6,Non-Veg,Storm,Box,3,Kothrud,48.0,0
3.1,Veg,Fog,Foil,5,Pimpri,90.0,1
3.5,Veg,Clear,Foil,2,Kothrud,16.3,0
1.2,Veg,Storm,Box,4,Kothrud,59.1,0
3.8,Veg,Storm,Box,0,Shivaji Nagar,45.2,1
2.6,Veg,Clear,Box,1,Baner,70.2,0
1.9,Veg,Fog,Plastic,2,Wakad,79.9,0
2.6,Non-Veg,Clear,Foil,5,Wakad,59.4,1
4.5,Non-Veg,Clear,Paper,5,Kothrud,47.1,1
2.2,Veg,Rain,Foil,4,Swargate,77.1,1
1.2,Veg,Clear,Paper,3,Hinjewadi,68.5,1
4.6,Veg,Clear,Foil,4,Kothrud,11.2,1
2.2,Veg,Storm,Plastic,0,Shivaji Nagar,49.6,0
4.4,Veg,Fog,Paper,4,Kothrud,59.8,0
1.2,Non-Veg,Rain,Foil,2,Hinjewadi,30.8,0
3.5,Veg,Storm,Plastic,2,Hinjewadi,21.6,0
2.4,Veg,Clear,Plastic,0,Hinjewadi,82.4,1
3.7,Veg,Storm,Plastic,5,Koregaon Park,33.0,0
1.8,Veg,Rain,Foil,1,Koregaon Park,27.3,0
3.7,Veg,Storm,Paper,4,Hadapsar,36.6,1
1.5,Non-Veg,Rain,Box,1,Swargate,35.9,0
2.2,Non-Veg,Rain,Paper,3,Kothrud,65.0,1
4.8,Veg,Rain,Foil,2,Koregaon Park,48.5,0
1.9,Non-Veg,Rain,Paper,1,Viman Nagar,10.5,0
2.6,Non-Veg,Storm,Paper,5,Hadapsar,81.9,0
2.9,Veg,Storm,Foil,0,Shivaji Nagar,26.4,1
2.4,Veg,Rain,Paper,3,Koregaon Park,18.5,0
2.9,Veg,Rain,Foil,2,Swargate,31.1,1
3.3,Non-Veg,Storm,Box,1,Pimpri,46.1,0
1.5,Veg,Clear,Box,1,Baner,47.8,0
1.5,Veg,Clear,Plastic,2,Kothrud,62.6,0
2.9,Non-Veg,Rain,Paper,4,Kothrud,32.5,0
4.4,Veg,Fog,Plastic,5,Shivaji Nagar,60.0,0
2.9,Veg,Rain,Foil,0,Baner,10.7,0
1.4,Veg,Fog,Foil,5,Baner,28.2,1
2.1,Veg,Rain,Foil,0,Pimpri,44.5,1
2.4,Non-Veg,Rain,Plastic,3,Wakad,23.2,0
2.2,Non-Veg,Rain,Box,2,Swargate,44.0,0
1.9,Non-Veg,Rain,Paper,5,Baner,38.7,0
2.8,Non-Veg,Storm,Paper,4,Swargate,43.4,0
2.6,Non-Veg,Storm,Plastic,5,Hadapsar,81.2,1
1.6,Non-Veg,Storm,Foil,2,Swargate,62.8,1
3.6,Non-Veg,Rain,Foil,5,Hinjewadi,47.3,0
5.0,Non-Veg,Storm,Plastic,4,Hinjewadi,72.9,1
2.8,Non-Veg,Clear,Box,0,Hadapsar,45.9,0
1.6,Veg,Storm,Foil,2,Koregaon Park,62.8,1
4.4,Veg,Rain,Foil,0,Koregaon Park,63.5,1
3.4,Non-Veg,Storm,Box,1,Viman Nagar,82.8,0
2.8,Non-Veg,Clear,Box,1,Wakad,55.0,0
2.6,Non-Veg,Rain,Paper,5,Wakad,84.0,1
2.0,Veg,Fog,Foil,5,Swargate,34.3,1
3.3,Non-Veg,Clear,Foil,3,Shivaji Nagar,69.4,0
3.7,Veg,Clear,Paper,5,Viman Nagar,35.3,1
3.5,Non-Veg,Fog,Plastic,4,Hinjewadi,27.5,0
3.5,Non-Veg,Fog,Plastic,2,Wakad,32.6,0
3.7,Non-Veg,Clear,Foil,0,Shivaji Nagar,89.9,1
1.2,Veg,Clear,Foil,5,Viman Nagar,47.5,1
3.9,Veg,Clear,Box,3,Swargate,76.8,1
3.1,Veg,Fog,Paper,0,Kothrud,29.7,0
4.2,Non-Veg,Storm,Plastic,1,Hadapsar,53.8,0
4.9,Non-Veg,Storm,Foil,5,Hinjewadi,10.2,0
1.6,Veg,Storm,Plastic,3,Kothrud,88.1,1
2.0,Non-Veg,Fog,Foil,1,Viman Nagar,67.4,0
1.0,Veg,Rain,Plastic,3,Baner,62.7,1
1.6,Non-Veg,Clear,Box,5,Hadapsar,43.1,1
4.3,Non-Veg,Rain,Foil,2,Pimpri,10.6,0
1.6,Veg,Clear,Paper,5,Wakad,53.6,1
3.6,Veg,Fog,Paper,0,Kothrud,35.5,0
3.7,Non-Veg,Fog,Plastic,3,Pimpri,55.4,0
1.6,Veg,Storm,Box,2,Viman Nagar,71.5,1
2.7,Non-Veg,Storm,Plastic,1,Koregaon Park,74.2,0
1.3,Non-Veg,Clear,Plastic,2,Swargate,16.8,0
1.6,Veg,Storm,Box,4,Hadapsar,50.9,0
2.6,Veg,Storm,Box,1,Hadapsar,20.8,0
1.3,Veg,Fog,Paper,0,Baner,73.0,1
4.8,Veg,Clear,Box,4,Hinjewadi,79.5,0
3.0,Veg,Storm,Foil,1,Hinjewadi,88.6,1
2.8,Non-Veg,Fog,Paper,3,Kothrud,68.2,1
3.4,Non-Veg,Fog,Plastic,3,Hadapsar,51.6,0
2.6,Veg,Storm,Foil,4,Viman Nagar,57.4,0
1.6,Non-Veg,Rain,Box,5,Kothrud,62.2,1
2.9,Veg,Clear,Paper,2,Baner,55.6,0
1.2,Veg,Fog,Box,1,Viman Nagar,13.7,0
4.3,Non-Veg,Fog,Box,1,Shivaji Nagar,35.9,0
1.7,Veg,Storm,Foil,4,Viman Nagar,64.8,1
2.7,Non-Veg,Fog,Foil,4,Kothrud,48.7,1
2.1,Non-Veg,Rain,Paper,4,Shivaji Nagar,35.6,1
2.4,Non-Veg,Fog,Box,4,Swargate,44.0,0
1.4,Veg,Fog,Paper,0,Wakad,70.2,1
4.7,Veg,Fog,Foil,1,Hinjewadi,78.9,0
1.3,Veg,Storm,Plastic,2,Wakad,59.8,0
1.8,Veg,Storm,Foil,4,Swargate,83.1,1
1.3,Veg,Rain,Paper,3,Shivaji Nagar,29.8,0
2.0,Veg,Fog,Paper,3,Baner,84.5,0
3.9,Veg,Clear,Foil,3,Swargate,66.6,0
2.4,Veg,Fog,Box,1,Viman Nagar,45.8,1
2.3,Non-Veg,Clear,Plastic,4,Viman Nagar,89.2,1
4.8,Non-Veg,Clear,Plastic,5,Shivaji Nagar,75.9,0
1.4,Non-Veg,Clear,Foil,2,Kothrud,14.3,0
2.6,Veg,Fog,Plastic,1,Shivaji Nagar,53.8,0
1.4,Veg,Storm,Plastic,5,Wakad,21.5,0
3.5,Veg,Fog,Plastic,0,Hadapsar,81.5,0
3.9,Veg,Clear,Box,5,Viman Nagar,72.6,1
2.5,Non-Veg,Clear,Box,3,Baner,67.7,0
1.5,Non-Veg,Storm,Plastic,3,Kothrud,13.6,1
2.5,Veg,Rain,Paper,0,Swargate,85.2,1
4.0,Veg,Storm,Foil,1,Hadapsar,31.6,0
3.2,Non-Veg,Rain,Paper,2,Shivaji Nagar,46.6,0
1.3,Veg,Clear,Paper,4,Wakad,14.8,1
3.2,Non-Veg,Clear,Foil,2,Swargate,45.6,0
2.3,Veg,Storm,Box,3,Baner,74.3,0
4.8,Non-Veg,Clear,Foil,0,Hadapsar,38.6,1
2.2,Non-Veg,Storm,Foil,2,Shivaji Nagar,39.0,0
3.5,Veg,Rain,Box,1,Shivaji Nagar,69.5,0
1.5,Veg,Storm,Box,5,Baner,84.2,0
3.7,Non-Veg,Clear,Paper,5,Wakad,13.7,1
4.8,Veg,Clear,Plastic,3,Swargate,64.7,0
2.5,Veg,Fog,Box,2,Koregaon Park,49.5,0
1.7,Veg,Clear,Plastic,0,Viman Nagar,10.7,1
4.9,Veg,Clear,Paper,5,Koregaon Park,52.3,0
3.7,Non-Veg,Storm,Foil,0,Wakad,78.6,0
3.6,Veg,Fog,Box,2,Shivaji Nagar,47.8,0
3.3,Non-Veg,Rain,Paper,4,Kothrud,84.0,0
3.6,Veg,Rain,Plastic,1,Viman Nagar,84.3,0
3.7,Non-Veg,Fog,Plastic,0,Baner,74.8,0
4.7,Non-Veg,Fog,Plastic,2,Kothrud,70.7,0
1.6,Veg,Clear,Box,4,Baner,34.0,1
2.5,Non-Veg,Rain,Plastic,4,Kothrud,43.9,1
3.3,Veg,Storm,Box,1,Viman Nagar,85.2,0
2.0,Non-Veg,Rain,Foil,4,Kothrud,66.5,1
1.1,Non-Veg,Storm,Plastic,5,Swargate,21.9,1
2.2,Veg,Clear,Paper,3,Pimpri,89.4,1
1.3,Non-Veg,Storm,Foil,5,Hinjewadi,37.9,1
2.0,Non-Veg,Storm,Box,2,Hadapsar,80.8,1
1.9,Veg,Fog,Plastic,5,Pimpri,42.5,0
3.8,Non-Veg,Clear,Plastic,0,Swargate,21.1,0
2.8,Non-Veg,Rain,Box,1,Swargate,65.4,0
2.1,Veg,Clear,Plastic,2,Shivaji Nagar,69.7,1
4.3,Non-Veg,Clear,Paper,4,Koregaon Park,46.1,0
4.4,Non-Veg,Fog,Box,0,Baner,22.7,0
3.8,Non-Veg,Rain,Paper,4,Wakad,27.8,1
3.4,Veg,Storm,Box,4,Hinjewadi,11.4,0
4.5,Non-Veg,Clear,Box,3,Viman Nagar,23.7,0
4.1,Veg,Fog,Paper,1,Wakad,54.3,0
3.0,Veg,Rain,Foil,5,Hinjewadi,50.3,1
3.3,Veg,Storm,Box,5,Pimpri,60.4,0
2.0,Veg,Storm,Box,1,Pimpri,23.7,0
4.4,Veg,Clear,Paper,3,Koregaon Park,39.1,0
4.0,Veg,Storm,Box,2,Swargate,46.8,1
1.5,Veg,Fog,Box,4,Hinjewadi,85.9,1
3.3,Veg,Rain,Box,3,Shivaji Nagar,87.9,0
1.7,Veg,Fog,Foil,5,Wakad,68.4,0
4.0,Non-Veg,Fog,Box,3,Wakad,12.4,0
3.7,Non-Veg,Storm,Plastic,1,Hadapsar,40.5,0
2.1,Veg,Rain,Paper,3,Shivaji Nagar,78.9,1
1.0,Veg,Clear,Plastic,4,Pimpri,88.2,1
3.4,Veg,Storm,Plastic,3,Baner,51.5,0
1.3,Non-Veg,Fog,Plastic,1,Swargate,46.0,0
1.3,Veg,Storm,Paper,2,Koregaon Park,51.1,0
2.2,Veg,Clear,Plastic,0,Hadapsar,29.7,0
2.8,Veg,Storm,Paper,2,Hinjewadi,43.4,0
3.7,Veg,Fog,Box,4,Pimpri,27.5,0
2.4,Veg,Fog,Plastic,5,Hadapsar,53.6,1
1.6,Non-Veg,Clear,Foil,4,Kothrud,65.5,1
2.1,Non-Veg,Rain,Plastic,0,Koregaon Park,55.9,1
3.5,Non-Veg,Fog,Plastic,4,Viman Nagar,23.0,0
2.1,Non-Veg,Clear,Plastic,3,Swargate,76.8,0
1.6,Veg,Fog,Paper,1,Shivaji Nagar,34.0,1
1.2,Veg,Fog,Paper,5,Viman Nagar,85.7,0
2.0,Non-Veg,Rain,Foil,3,Kothrud,30.0,1
4.7,Veg,Fog,Foil,0,Hadapsar,66.8,0
2.1,Non-Veg,Fog,Foil,5,Shivaji Nagar,37.5,1
1.1,Non-Veg,Rain,Box,1,Kothrud,14.4,0
1.5,Non-Veg,Storm,Box,0,Wakad,89.5,1
3.9,Veg,Rain,Box,1,Hinjewadi,78.1,1
4.3,Veg,Fog,Plastic,2,Pimpri,88.9,1
4.8,Non-Veg,Fog,Paper,1,Viman Nagar,62.3,0
1.4,Veg,Clear,Paper,3,Hinjewadi,54.4,1
2.9,Veg,Fog,Plastic,4,Pimpri,84.5,1
2.2,Veg,Storm,Foil,0,Swargate,60.6,0
3.1,Non-Veg,Rain,Foil,2,Kothrud,24.7,0
4.4,Veg,Clear,Paper,0,Wakad,14.9,0
2.4,Veg,Clear,Box,1,Viman Nagar,24.3,1
1.8,Veg,Rain,Paper,3,Koregaon Park,13.2,1
1.4,Non-Veg,Fog,Foil,1,Kothrud,27.2,0
2.8,Veg,Storm,Foil,2,Hinjewadi,64.4,0
4.0,Veg,Fog,Foil,3,Swargate,60.1,0
2.5,Non-Veg,Rain,Paper,5,Viman Nagar,36.3,0
2.9,Veg,Rain,Plastic,5,Koregaon Park,34.6,0
4.3,Non-Veg,Rain,Foil,1,Wakad,17.1,0
3.0,Non-Veg,Clear,Plastic,3,Hadapsar,15.4,0
4.8,Non-Veg,Storm,Plastic,1,Koregaon Park,51.4,0
2.6,Non-Veg,Fog,Paper,5,Swargate,26.7,0
2.4,Veg,Rain,Box,1,Wakad,89.2,0
1.4,Veg,Clear,Box,2,Swargate,42.5,0
4.2,Non-Veg,Storm,Paper,3,Pimpri,30.2,0
1.5,Veg,Rain,Box,1,Kothrud,78.7,1
4.2,Non-Veg,Clear,Paper,4,Wakad,44.2,0
4.7,Non-Veg,Rain,Paper,5,Pimpri,27.8,0
4.6,Non-Veg,Storm,Plastic,1,Kothrud,78.7,0
2.0,Veg,Rain,Paper,0,Hadapsar,62.1,0
2.2,Non-Veg,Rain,Paper,1,Kothrud,56.3,1
4.7,Non-Veg,Fog,Plastic,2,Pimpri,82.2,0
1.2,Veg,Rain,Paper,0,Wakad,12.9,0
4.5,Veg,Fog,Box,4,Koregaon Park,40.6,1
3.6,Non-Veg,Storm,Box,5,Swargate,62.1,1
1.7,Non-Veg,Storm,Paper,2,Wakad,54.9,0
1.8,Veg,Rain,Plastic,4,Viman Nagar,84.5,0
2.7,Veg,Storm,Plastic,3,Viman Nagar,20.2,0
4.7,Non-Veg,Fog,Box,3,Viman Nagar,22.4,0
2.5,Non-Veg,Rain,Plastic,2,Swargate,25.0,0
1.3,Non-Veg,Rain,Box,3,Hinjewadi,25.7,0
3.0,Non-Veg,Fog,Box,1,Hadapsar,52.7,0
3.4,Veg,Fog,Box,1,Swargate,67.4,0
2.6,Veg,Rain,Paper,4,Viman Nagar,52.5,0
2.4,Veg,Rain,Foil,1,Baner,54.8,0
4.8,Non-Veg,Fog,Plastic,4,Viman Nagar,55.6,0
1.5,Non-Veg,Clear,Box,5,Swargate,67.0,1
1.4,Veg,Rain,Paper,0,Viman Nagar,13.6,1
1.7,Non-Veg,Clear,Paper,1,Viman Nagar,32.2,0
1.7,Non-Veg,Rain,Foil,3,Pimpri,39.6,0
1.1,Veg,Rain,Foil,5,Hinjewadi,45.7,0
3.9,Non-Veg,Storm,Foil,5,Shivaji Nagar,27.0,1
3.1,Non-Veg,Rain,Plastic,0,Viman Nagar,81.9,1
2.0,Veg,Rain,Paper,5,Wakad,12.3,1
2.0,Non-Veg,Fog,Foil,5,Baner,77.6,1
3.2,Non-Veg,Storm,Foil,1,Viman Nagar,20.3,0
4.3,Non-Veg,Fog,Paper,3,Hadapsar,40.7,1
3.6,Veg,Storm,Paper,4,Pimpri,32.9,1
3.0,Non-Veg,Clear,Box,2,Viman Nagar,72.6,0
1.8,Non-Veg,Clear,Box,1,Hadapsar,61.2,1
3.5,Veg,Fog,Paper,0,Swargate,65.3,1
4.7,Veg,Storm,Foil,1,Hadapsar,85.7,0
4.7,Veg,Rain,Plastic,3,Hadapsar,77.2,0
1.2,Non-Veg,Rain,Foil,3,Wakad,37.2,1
3.2,Non-Veg,Rain,Foil,3,Kothrud,38.9,0
1.2,Non-Veg,Fog,Box,0,Shivaji Nagar,70.7,0
4.0,Veg,Storm,Plastic,0,Baner,53.1,0
2.5,Veg,Rain,Box,4,Kothrud,63.0,0
2.7,Veg,Rain,Foil,1,Viman Nagar,44.7,0
1.8,Non-Veg,Clear,Paper,4,Shivaji Nagar,25.4,0
4.2,Veg,Fog,Paper,4,Koregaon Park,15.3,1
3.6,Non-Veg,Rain,Foil,4,Viman Nagar,83.7,0
1.9,Non-Veg,Fog,Foil,4,Hadapsar,71.2,1
3.2,Veg,Rain,Plastic,3,Hinjewadi,55.1,0
1.9,Veg,Clear,Plastic,0,Viman Nagar,90.0,0
