food_type,weather_condition,packaging_type,city,distance_km,delivery_duration,rating,delay_flag,delivery_speed,complaint
Chinese,Clear,Eco,Shivaji Nagar,13.7,42.06,1.1,0,19.54,0
Indian,Clear,Eco,Koregaon Park,2.05,48.33,3.3,0,2.55,0
Chinese,Stormy,Eco,Hadapsar,1.7,26.74,2.3,0,3.81,0
Chinese,Rainy,Plastic,Pimpri,2.78,13.81,4.1,0,12.08,0
Chinese,Clear,Plastic,Koregaon Park,2.63,50.96,2.9,0,3.1,0
Dessert,Clear,Eco,Shivaji Nagar,2.23,17.09,4.0,1,7.83,0
Dessert,Clear,Plastic,Viman Nagar,10.26,28.54,4.6,0,21.57,0
Chinese,Rainy,Bag,Pimpri,9.41,45.36,2.4,0,12.45,0
Dessert,Cloudy,Plastic,Hinjewadi,10.07,50.85,5.0,1,11.88,0
Fast Food,Stormy,Bag,Koregaon Park,10.64,53.12,1.6,0,12.02,0
Fast Food,Clear,Eco,Pimpri,11.6,36.52,3.6,0,19.06,0
Dessert,Rainy,Plastic,Wakad,3.9,33.79,1.1,0,6.93,0
Dessert,Rainy,Eco,Kothrud,9.71,52.42,1.9,0,11.11,0
Chinese,Clear,Box,Viman Nagar,9.12,38.15,3.5,0,14.34,0
Indian,Clear,Plastic,Baner,14.21,38.93,1.2,0,21.9,0
Dessert,Stormy,Plastic,Baner,4.25,31.7,1.4,0,8.04,0
Fast Food,Cloudy,Eco,Wakad,1.82,28.64,2.2,1,3.81,1
Chinese,Clear,Eco,Hinjewadi,10.15,34.03,3.3,0,17.9,0
Dessert,Rainy,Eco,Hinjewadi,11.36,28.24,1.1,1,24.14,1
Fast Food,Clear,Box,Hadapsar,4.96,27.18,2.9,0,10.95,0
Fast Food,Rainy,Box,Hadapsar,8.99,59.68,3.5,1,9.04,1
Indian,Rainy,Eco,Kothrud,1.83,26.81,2.6,0,4.1,0
Chinese,Rainy,Plastic,Kothrud,14.44,22.82,1.3,0,37.97,0
Chinese,Stormy,Plastic,Hadapsar,2.54,27.7,3.4,0,5.5,0
Indian,Rainy,Eco,Wakad,1.95,39.54,3.4,1,2.96,1
Indian,Clear,Bag,Shivaji Nagar,1.62,55.55,3.0,0,1.75,0
Chinese,Cloudy,Box,Viman Nagar,6.98,49.39,3.8,0,8.48,0
Chinese,Clear,Box,Hadapsar,2.36,52.11,1.8,0,2.72,0
Dessert,Clear,Bag,Hinjewadi,11.43,52.95,3.7,0,12.95,0
Dessert,Clear,Eco,Viman Nagar,13.58,56.03,1.6,0,14.54,0
Indian,Clear,Plastic,Shivaji Nagar,4.64,21.75,2.6,0,12.8,0
Dessert,Cloudy,Plastic,Kothrud,9.8,32.92,1.3,0,17.86,0
Fast Food,Clear,Box,Koregaon Park,1.59,29.26,4.3,1,3.26,0
Dessert,Cloudy,Bag,Wakad,6.41,29.09,3.2,0,13.22,0
Dessert,Rainy,Plastic,Hinjewadi,5.1,42.61,4.9,0,7.18,0
Fast Food,Clear,Box,Baner,4.2,30.09,4.8,0,8.37,0
Indian,Cloudy,Plastic,Baner,10.03,40.82,5.0,0,14.74,0
Fast Food,Clear,Plastic,Kothrud,2.82,29.11,1.4,0,5.81,0
Dessert,Clear,Plastic,Koregaon Park,13.05,25.56,3.4,1,30.63,0
Indian,Rainy,Box,Hinjewadi,10.31,27.65,2.6,0,22.37,0
Dessert,Clear,Bag,Wakad,10.95,50.19,3.1,0,13.09,0
Fast Food,Clear,Eco,Kothrud,14.09,40.05,2.2,1,21.11,0
Fast Food,Rainy,Bag,Shivaji Nagar,14.19,58.7,1.2,1,14.5,1
Dessert,Rainy,Plastic,Baner,8.72,51.63,3.8,0,10.13,0
Chinese,Clear,Bag,Pimpri,7.94,34.29,4.9,1,13.89,0
Chinese,Stormy,Plastic,Viman Nagar,5.7,22.12,3.1,0,15.46,0
Fast Food,Rainy,Box,Hadapsar,11.02,43.7,2.3,0,15.13,0
Fast Food,Cloudy,Box,Shivaji Nagar,8.53,46.33,4.8,1,11.05,0
Chinese,Clear,Box,Wakad,14.06,33.21,2.5,1,25.4,0
Chinese,Rainy,Plastic,Pimpri,4.34,21.5,4.7,0,12.11,0
Dessert,Cloudy,Bag,Wakad,5.34,37.86,4.4,0,8.46,0
Dessert,Rainy,Eco,Baner,5.43,22.69,3.1,1,14.36,1
Chinese,Cloudy,Eco,Shivaji Nagar,12.28,57.0,3.7,0,12.93,0
Dessert,Clear,Box,Kothrud,2.39,41.44,3.8,0,3.46,0
Dessert,Clear,Eco,Baner,7.38,24.6,3.6,1,18.0,0
Indian,Clear,Plastic,Hinjewadi,6.99,20.79,1.6,0,20.17,0
Dessert,Clear,Bag,Hinjewadi,2.02,45.84,3.8,0,2.64,0
Fast Food,Cloudy,Eco,Viman Nagar,6.75,45.39,1.0,0,8.92,0
Dessert,Clear,Eco,Koregaon Park,8.19,39.86,3.8,0,12.33,0
Dessert,Stormy,Bag,Hadapsar,1.91,40.72,3.2,0,2.81,0
Chinese,Stormy,Eco,Kothrud,8.14,40.19,2.0,0,12.15,0
Fast Food,Clear,Bag,Pimpri,14.43,28.01,4.2,0,30.91,0
Dessert,Clear,Plastic,Hadapsar,14.7,56.87,2.6,1,15.51,0
Dessert,Cloudy,Plastic,Shivaji Nagar,8.44,33.96,2.9,0,14.91,0
Indian,Stormy,Plastic,Koregaon Park,8.21,11.02,1.1,1,44.7,1
Dessert,Clear,Box,Wakad,5.0,27.42,2.6,0,10.94,0
Dessert,Clear,Plastic,Viman Nagar,14.96,16.51,1.7,0,54.37,0
Indian,Rainy,Eco,Hadapsar,4.84,28.17,2.1,1,10.31,1
Chinese,Rainy,Box,Hadapsar,7.34,40.41,2.0,0,10.9,0
Dessert,Clear,Box,Viman Nagar,1.04,11.13,1.2,0,5.61,0
Indian,Cloudy,Box,Hadapsar,5.89,53.51,2.8,1,6.6,1
Fast Food,Clear,Plastic,Pimpri,2.0,40.52,3.1,0,2.96,0
Chinese,Clear,Box,Koregaon Park,11.41,24.77,3.3,0,27.64,0
Fast Food,Clear,Plastic,Baner,8.85,25.56,2.8,1,20.77,0
Fast Food,Clear,Plastic,Shivaji Nagar,9.01,33.28,4.5,0,16.24,0
Indian,Clear,Box,Viman Nagar,5.01,22.4,1.2,0,13.42,0
Dessert,Clear,Box,Viman Nagar,12.41,10.22,3.5,1,72.86,0
Indian,Clear,Eco,Wakad,1.05,11.33,4.5,1,5.56,0
Indian,Clear,Box,Hadapsar,5.67,27.89,1.2,0,12.2,0
Indian,Clear,Plastic,Viman Nagar,10.23,16.21,3.0,0,37.87,0
Indian,Stormy,Eco,Hadapsar,13.71,11.12,3.4,1,73.97,1
Chinese,Clear,Eco,Hinjewadi,4.28,52.96,1.8,0,4.85,0
Dessert,Clear,Plastic,Wakad,8.58,23.71,2.0,0,21.71,0
Fast Food,Rainy,Box,Hadapsar,8.53,35.16,4.1,0,14.56,0
Fast Food,Stormy,Box,Hinjewadi,13.24,18.97,3.3,0,41.88,0
Dessert,Clear,Bag,Kothrud,1.71,12.34,2.3,0,8.31,0
Fast Food,Rainy,Box,Koregaon Park,6.94,47.24,4.1,1,8.81,1
Dessert,Cloudy,Bag,Baner,3.55,16.25,4.0,0,13.11,0
Fast Food,Rainy,Eco,Wakad,1.3,11.29,2.4,0,6.91,0
Indian,Clear,Eco,Wakad,3.06,39.36,3.0,0,4.66,0
Fast Food,Rainy,Eco,Viman Nagar,14.67,10.67,3.7,0,82.49,0
Dessert,Clear,Bag,Hadapsar,4.01,31.81,2.4,0,7.56,0
Dessert,Rainy,Plastic,Kothrud,14.09,24.44,3.5,0,34.59,0
Dessert,Cloudy,Plastic,Baner,3.87,25.97,2.0,1,8.94,1
Dessert,Clear,Eco,Hadapsar,14.04,10.19,2.2,1,82.67,0
Dessert,Cloudy,Bag,Baner,10.16,58.22,2.2,0,10.47,0
Chinese,Clear,Bag,Viman Nagar,2.59,35.85,4.7,1,4.33,0
Chinese,Cloudy,Eco,Viman Nagar,9.15,38.63,4.3,0,14.21,0
Fast Food,Clear,Box,Shivaji Nagar,5.46,43.31,3.3,1,7.56,0
Dessert,Clear,Eco,Wakad,6.36,49.88,3.3,1,7.65,0
Fast Food,Clear,Bag,Wakad,7.16,40.4,1.2,0,10.63,0
Dessert,Stormy,Box,Kothrud,6.92,48.11,3.6,0,8.63,0
Dessert,Clear,Plastic,Koregaon Park,10.3,32.44,2.3,0,19.05,0
Chinese,Clear,Box,Hinjewadi,11.76,28.56,3.4,0,24.71,0
Chinese,Clear,Plastic,Hinjewadi,5.61,51.16,4.4,0,6.58,0
Indian,Rainy,Bag,Hadapsar,13.94,53.27,1.2,0,15.7,0
Chinese,Rainy,Eco,Viman Nagar,14.14,16.89,3.4,0,50.23,0
Indian,Clear,Eco,Pimpri,1.57,37.13,3.3,0,2.54,0
Indian,Clear,Eco,Viman Nagar,1.21,44.18,1.8,1,1.64,1
Indian,Clear,Eco,Pimpri,6.95,14.18,3.6,0,29.41,0
Indian,Clear,Eco,Viman Nagar,9.27,56.48,3.2,0,9.85,0
Indian,Clear,Bag,Hinjewadi,4.89,36.01,4.1,0,8.15,0
Fast Food,Cloudy,Bag,Koregaon Park,4.63,42.27,1.4,0,6.57,0
Chinese,Clear,Eco,Koregaon Park,10.5,18.91,2.8,0,33.32,0
Indian,Clear,Box,Kothrud,9.42,23.22,5.0,1,24.34,0
Dessert,Clear,Eco,Pimpri,3.34,16.05,3.8,0,12.49,0
Chinese,Stormy,Plastic,Pimpri,13.38,23.2,3.7,0,34.6,0
Chinese,Stormy,Plastic,Pimpri,10.52,34.62,2.3,0,18.23,0
Indian,Cloudy,Plastic,Viman Nagar,6.08,51.68,1.4,1,7.06,1
Fast Food,Clear,Plastic,Shivaji Nagar,10.57,36.69,4.8,0,17.29,0
Indian,Clear,Eco,Hinjewadi,2.58,22.22,1.4,1,6.97,1
Fast Food,Clear,Plastic,Wakad,7.56,12.23,5.0,0,37.09,0
Dessert,Clear,Box,Hadapsar,3.37,41.1,1.5,1,4.92,1
Chinese,Rainy,Eco,Shivaji Nagar,1.58,31.01,1.7,0,3.06,0
Dessert,Cloudy,Plastic,Viman Nagar,5.74,59.22,2.2,0,5.82,0
Fast Food,Cloudy,Eco,Viman Nagar,3.11,48.99,3.0,1,3.81,0
Fast Food,Cloudy,Eco,Hadapsar,9.87,50.42,4.2,0,11.75,0
Dessert,Clear,Eco,Pimpri,10.44,10.61,4.9,0,59.04,0
Fast Food,Rainy,Bag,Hinjewadi,3.08,48.89,2.4,0,3.78,0
Dessert,Clear,Plastic,Pimpri,1.34,19.73,1.1,0,4.08,0
Chinese,Clear,Bag,Pimpri,12.1,39.29,3.5,1,18.48,0
Dessert,Cloudy,Box,Wakad,1.03,32.37,3.8,1,1.91,0
Chinese,Clear,Box,Wakad,5.81,38.58,2.6,0,9.04,0
Dessert,Clear,Bag,Koregaon Park,7.92,16.67,1.7,0,28.51,0
Fast Food,Clear,Plastic,Baner,12.46,32.84,2.2,0,22.76,0
Dessert,Rainy,Eco,Baner,12.74,11.85,3.6,0,64.51,0
Fast Food,Cloudy,Box,Pimpri,11.15,12.05,3.0,0,55.52,0
Dessert,Clear,Box,Hadapsar,4.46,42.89,4.0,0,6.24,0
Dessert,Cloudy,Box,Pimpri,11.08,57.58,1.9,1,11.55,1
Indian,Clear,Plastic,Hinjewadi,4.45,48.87,4.4,0,5.46,0
Fast Food,Clear,Bag,Kothrud,4.0,33.46,1.6,1,7.17,1
Indian,Cloudy,Bag,Hadapsar,8.66,12.79,2.3,0,40.63,0
Fast Food,Rainy,Plastic,Baner,10.5,12.25,3.4,0,51.43,0
Indian,Stormy,Box,Shivaji Nagar,1.74,17.89,3.9,0,5.84,0
Chinese,Clear,Plastic,Koregaon Park,1.84,58.79,2.1,0,1.88,0
Dessert,Rainy,Plastic,Koregaon Park,11.98,29.93,4.8,1,24.02,1
Fast Food,Rainy,Bag,Pimpri,13.03,52.17,3.8,1,14.99,1
Fast Food,Stormy,Plastic,Hadapsar,9.46,45.26,1.9,0,12.54,0
Dessert,Clear,Plastic,Hinjewadi,7.0,40.27,3.9,0,10.43,0
Fast Food,Cloudy,Box,Shivaji Nagar,12.83,57.39,3.8,0,13.41,0
Fast Food,Rainy,Eco,Viman Nagar,11.2,21.52,4.0,0,31.23,0
Indian,Clear,Box,Viman Nagar,9.11,32.74,4.7,0,16.7,0
Fast Food,Clear,Bag,Baner,5.48,53.24,3.8,1,6.18,0
Chinese,Clear,Eco,Hinjewadi,3.77,37.59,2.4,0,6.02,0
Chinese,Rainy,Box,Viman Nagar,6.86,22.32,4.2,0,18.44,0
Dessert,Cloudy,Plastic,Wakad,5.02,20.45,3.8,1,14.73,0
Fast Food,Rainy,Plastic,Hinjewadi,5.75,47.64,3.3,0,7.24,0
Dessert,Rainy,Eco,Pimpri,8.22,10.64,2.4,0,46.35,0
Chinese,Rainy,Eco,Pimpri,3.37,55.71,4.7,1,3.63,1
Fast Food,Clear,Plastic,Baner,12.29,10.92,3.1,0,67.53,0
Fast Food,Clear,Bag,Viman Nagar,3.04,41.55,3.5,0,4.39,0
Dessert,Clear,Box,Pimpri,7.73,40.24,2.7,0,11.53,0
Chinese,Clear,Plastic,Kothrud,11.44,38.92,4.1,1,17.64,0
Fast Food,Clear,Box,Kothrud,7.79,33.72,2.4,0,13.86,0
Dessert,Rainy,Box,Viman Nagar,6.05,52.62,4.2,0,6.9,0
Chinese,Clear,Box,Baner,7.65,42.97,1.4,0,10.68,0
Dessert,Clear,Box,Kothrud,12.88,49.09,3.8,0,15.74,0
Indian,Clear,Bag,Pimpri,14.87,15.78,2.9,1,56.54,0
Fast Food,Clear,Bag,Baner,9.84,12.49,3.8,0,47.27,0
Indian,Stormy,Bag,Viman Nagar,12.11,11.43,3.1,0,63.57,0
Chinese,Cloudy,Plastic,Hinjewadi,1.2,17.36,1.5,0,4.15,0
Indian,Cloudy,Plastic,Baner,13.33,43.35,2.9,1,18.45,0
Indian,Clear,Plastic,Pimpri,14.36,34.7,4.9,0,24.83,0
Chinese,Cloudy,Bag,Hinjewadi,9.05,47.61,4.0,0,11.41,0
Dessert,Cloudy,Box,Shivaji Nagar,11.55,19.59,2.2,0,35.38,0
Indian,Cloudy,Bag,Koregaon Park,8.18,28.35,4.8,1,17.31,0
Dessert,Clear,Plastic,Shivaji Nagar,5.01,54.42,4.1,1,5.52,0
Indian,Rainy,Eco,Hinjewadi,12.93,56.79,2.5,0,13.66,0
Dessert,Cloudy,Plastic,Koregaon Park,9.36,56.09,3.4,0,10.01,0
Chinese,Rainy,Box,Hadapsar,9.11,50.92,2.7,0,10.73,0
Indian,Rainy,Bag,Shivaji Nagar,10.23,44.41,1.4,0,13.82,0
Chinese,Clear,Eco,Pimpri,12.98,55.68,4.2,0,13.99,0
Indian,Rainy,Eco,Baner,11.25,45.71,1.8,0,14.77,0
Chinese,Clear,Box,Baner,3.96,57.7,2.8,0,4.12,0
Chinese,Rainy,Bag,Koregaon Park,7.54,11.24,3.8,1,40.25,1
Indian,Clear,Eco,Koregaon Park,14.72,56.08,4.7,1,15.75,0
Indian,Clear,Plastic,Koregaon Park,8.76,37.79,1.3,0,13.91,0
Indian,Clear,Box,Viman Nagar,14.14,15.59,2.6,0,54.42,0
Fast Food,Rainy,Eco,Pimpri,12.39,20.75,3.5,0,35.83,0
Dessert,Clear,Box,Koregaon Park,10.32,52.61,4.1,0,11.77,0
Fast Food,Rainy,Bag,Kothrud,5.89,35.31,4.7,0,10.01,0
Fast Food,Cloudy,Bag,Koregaon Park,5.26,59.14,1.0,1,5.34,1
Chinese,Clear,Bag,Kothrud,10.01,15.88,3.5,1,37.82,0
Indian,Clear,Plastic,Viman Nagar,7.06,30.63,1.0,1,13.83,1
Dessert,Clear,Eco,Kothrud,12.18,26.59,4.1,0,27.48,0
Chinese,Cloudy,Bag,Hadapsar,11.65,35.81,1.6,1,19.52,0
Fast Food,Rainy,Plastic,Hadapsar,5.37,41.67,4.6,1,7.73,1
Indian,Clear,Bag,Kothrud,10.84,43.08,1.6,0,15.1,0
Chinese,Clear,Bag,Pimpri,7.92,10.06,4.1,1,47.24,0
Indian,Rainy,Eco,Viman Nagar,5.53,14.45,2.2,1,22.96,1
Chinese,Cloudy,Plastic,Baner,6.78,11.75,3.2,1,34.62,0
Indian,Cloudy,Bag,Kothrud,13.53,53.23,3.4,0,15.25,0
Fast Food,Rainy,Plastic,Hinjewadi,6.03,25.66,1.8,0,14.1,0
Dessert,Clear,Plastic,Wakad,5.02,28.35,2.2,1,10.62,1
Fast Food,Clear,Bag,Pimpri,5.93,32.52,1.4,0,10.94,0
Dessert,Clear,Bag,Koregaon Park,4.0,52.47,1.0,1,4.57,1
Indian,Clear,Box,Wakad,8.62,10.71,2.0,0,48.29,0
Chinese,Clear,Eco,Baner,3.06,15.93,3.1,1,11.53,0
Fast Food,Clear,Bag,Viman Nagar,12.44,44.26,3.9,0,16.86,0
Dessert,Clear,Box,Hadapsar,4.16,58.19,4.2,0,4.29,0
Fast Food,Stormy,Eco,Koregaon Park,9.37,42.14,1.3,1,13.34,1
Dessert,Rainy,Bag,Hadapsar,2.75,23.06,2.1,0,7.16,0
Fast Food,Cloudy,Plastic,Baner,14.7,35.99,4.1,0,24.51,0
Dessert,Cloudy,Eco,Wakad,7.36,58.75,2.9,1,7.52,1
Dessert,Clear,Plastic,Pimpri,12.51,36.4,1.7,0,20.62,0
Indian,Cloudy,Box,Shivaji Nagar,11.76,28.68,2.6,0,24.6,0
Dessert,Clear,Bag,Hadapsar,10.99,29.17,2.1,1,22.61,0
Indian,Rainy,Box,Wakad,12.58,58.35,1.2,0,12.94,0
Dessert,Clear,Bag,Kothrud,2.41,45.95,4.1,0,3.15,0
Chinese,Stormy,Bag,Shivaji Nagar,10.5,44.36,2.2,1,14.2,1
Chinese,Clear,Plastic,Hadapsar,4.72,21.6,4.8,0,13.11,0
Chinese,Clear,Box,Viman Nagar,12.0,37.97,4.6,1,18.96,0
Dessert,Stormy,Plastic,Shivaji Nagar,14.4,27.84,3.9,0,31.03,0
Indian,Clear,Plastic,Kothrud,13.62,22.01,2.3,0,37.13,0
Indian,Rainy,Plastic,Baner,2.61,54.78,2.1,0,2.86,0
Dessert,Cloudy,Box,Hinjewadi,6.17,29.16,2.9,0,12.7,0
Chinese,Cloudy,Bag,Kothrud,6.1,24.14,2.4,1,15.16,0
Chinese,Stormy,Bag,Baner,2.71,56.59,4.6,0,2.87,0
Indian,Stormy,Box,Baner,2.37,19.87,1.5,0,7.16,0
Chinese,Clear,Bag,Wakad,6.39,47.28,3.9,1,8.11,0
Fast Food,Cloudy,Box,Hadapsar,14.89,42.64,3.4,1,20.95,0
Indian,Rainy,Box,Shivaji Nagar,8.97,56.02,4.2,1,9.61,1
Chinese,Rainy,Bag,Koregaon Park,9.7,51.6,3.2,0,11.28,0
Indian,Clear,Eco,Shivaji Nagar,7.59,45.26,3.5,0,10.06,0
Fast Food,Rainy,Plastic,Shivaji Nagar,10.27,25.73,4.9,0,23.95,0
Indian,Stormy,Box,Baner,14.39,34.78,1.4,0,24.82,0
Indian,Stormy,Box,Shivaji Nagar,9.24,57.22,1.4,0,9.69,0
Indian,Clear,Eco,Hinjewadi,1.91,11.16,2.6,0,10.27,0
Indian,Clear,Box,Hinjewadi,7.9,49.72,2.9,1,9.53,1
Fast Food,Clear,Box,Shivaji Nagar,14.9,22.59,1.8,0,39.58,0
Dessert,Cloudy,Bag,Wakad,6.42,19.25,1.3,0,20.01,0
Indian,Cloudy,Bag,Pimpri,9.31,21.61,1.1,1,25.85,0
Indian,Clear,Eco,Wakad,2.49,12.99,4.1,0,11.5,0
Chinese,Clear,Box,Shivaji Nagar,2.98,59.6,2.9,1,3.0,1
Indian,Clear,Plastic,Pimpri,13.25,53.49,4.4,1,14.86,0
Chinese,Clear,Bag,Viman Nagar,5.2,36.05,2.4,0,8.65,0
Dessert,Stormy,Plastic,Baner,5.28,45.76,3.8,0,6.92,0
Fast Food,Rainy,Plastic,Koregaon Park,6.42,37.83,3.0,0,10.18,0
Fast Food,Clear,Eco,Baner,14.53,50.58,3.4,1,17.24,0
Dessert,Rainy,Eco,Viman Nagar,2.18,52.24,2.5,0,2.5,0
Fast Food,Clear,Box,Baner,12.46,21.64,1.3,0,34.55,0
Dessert,Stormy,Eco,Koregaon Park,5.78,32.99,4.8,0,10.51,0
Dessert,Clear,Bag,Hadapsar,12.89,41.74,4.3,0,18.53,0
Dessert,Clear,Box,Kothrud,14.88,58.92,2.2,1,15.15,0
Fast Food,Clear,Box,Pimpri,5.88,44.13,4.8,1,7.99,0
Chinese,Rainy,Plastic,Baner,2.81,54.88,2.2,0,3.07,0
Dessert,Rainy,Plastic,Koregaon Park,3.02,52.31,2.8,0,3.46,0
Indian,Cloudy,Plastic,Pimpri,11.62,39.1,4.0,0,17.83,0
Fast Food,Clear,Box,Koregaon Park,3.03,54.68,2.2,1,3.32,1
Dessert,Clear,Eco,Hinjewadi,4.65,28.87,2.3,0,9.66,0
Dessert,Clear,Eco,Hadapsar,3.86,28.96,2.6,1,8.0,1
Indian,Rainy,Eco,Kothrud,5.98,49.05,2.9,0,7.31,0
Chinese,Clear,Box,Kothrud,2.04,16.73,1.5,0,7.32,0
Chinese,Rainy,Box,Pimpri,12.99,25.29,1.1,0,30.82,0
Chinese,Cloudy,Box,Wakad,13.04,40.43,4.7,0,19.35,0
Dessert,Cloudy,Box,Hinjewadi,6.78,31.0,2.4,1,13.12,1
Dessert,Clear,Box,Pimpri,9.57,57.04,1.4,0,10.07,0
Dessert,Clear,Eco,Pimpri,9.99,57.93,4.0,1,10.35,0
Fast Food,Clear,Box,Kothrud,11.49,35.13,2.2,1,19.62,0
Indian,Rainy,Eco,Wakad,8.29,36.95,1.7,1,13.46,1
Dessert,Cloudy,Box,Baner,8.14,46.23,4.9,0,10.56,0
Indian,Clear,Eco,Baner,9.84,32.86,4.7,0,17.97,0
Indian,Clear,Bag,Baner,10.84,19.5,1.4,0,33.35,0
Chinese,Cloudy,Bag,Koregaon Park,5.85,47.35,4.6,1,7.41,0
Fast Food,Cloudy,Eco,Wakad,5.63,46.89,4.6,0,7.2,0
Dessert,Clear,Bag,Viman Nagar,4.78,22.25,3.5,0,12.89,0
Chinese,Rainy,Bag,Viman Nagar,8.68,51.65,3.1,1,10.08,1
Chinese,Clear,Eco,Shivaji Nagar,6.04,40.68,1.9,0,8.91,0
Dessert,Clear,Box,Shivaji Nagar,8.56,21.82,1.5,0,23.54,0
Indian,Stormy,Box,Wakad,6.68,42.6,3.4,0,9.41,0
Chinese,Cloudy,Eco,Viman Nagar,12.71,21.68,4.3,1,35.18,0
Indian,Cloudy,Plastic,Pimpri,2.02,23.26,3.8,0,5.21,0
Fast Food,Clear,Plastic,Hinjewadi,9.01,52.4,1.7,1,10.32,1
Indian,Cloudy,Bag,Hinjewadi,9.06,56.47,2.2,0,9.63,0
Fast Food,Clear,Plastic,Wakad,6.37,22.84,3.2,1,16.73,0
Indian,Clear,Bag,Shivaji Nagar,6.89,56.4,3.5,0,7.33,0
Chinese,Rainy,Box,Viman Nagar,12.2,21.94,1.3,0,33.36,0
Chinese,Clear,Eco,Viman Nagar,4.93,15.86,3.5,1,18.65,0
Fast Food,Cloudy,Box,Kothrud,13.2,12.91,3.9,0,61.35,0
Dessert,Rainy,Eco,Kothrud,13.55,22.11,1.7,0,36.77,0
Fast Food,Clear,Plastic,Hinjewadi,10.11,29.26,2.0,0,20.73,0
Fast Food,Clear,Box,Wakad,11.82,56.38,2.0,0,12.58,0
Indian,Clear,Box,Shivaji Nagar,9.58,22.11,4.8,0,26.0,0
Indian,Clear,Bag,Viman Nagar,8.35,28.27,2.6,0,17.72,0
Fast Food,Rainy,Eco,Baner,14.53,46.71,3.1,0,18.66,0
Chinese,Cloudy,Plastic,Hadapsar,4.96,25.1,3.9,0,11.86,0
Indian,Clear,Box,Hadapsar,3.16,44.22,2.5,0,4.29,0
Dessert,Clear,Eco,Shivaji Nagar,5.02,31.6,1.4,1,9.53,1
Indian,Rainy,Plastic,Viman Nagar,9.6,19.82,3.6,1,29.06,1
Indian,Cloudy,Box,Pimpri,3.59,46.7,3.7,0,4.61,0
Dessert,Clear,Eco,Hinjewadi,13.72,11.35,2.0,0,72.53,0
Fast Food,Clear,Bag,Baner,6.75,24.62,1.1,0,16.45,0
Dessert,Rainy,Box,Shivaji Nagar,12.9,27.81,3.7,1,27.83,1
Fast Food,Clear,Eco,Hadapsar,4.49,32.91,3.8,0,8.19,0
Fast Food,Clear,Plastic,Pimpri,5.38,43.99,1.1,0,7.34,0
Fast Food,Cloudy,Plastic,Shivaji Nagar,1.83,32.97,3.8,0,3.33,0
Dessert,Rainy,Bag,Kothrud,4.61,39.72,4.8,0,6.96,0
Fast Food,Rainy,Box,Kothrud,7.86,39.79,1.7,0,11.85,0
Chinese,Cloudy,Bag,Koregaon Park,14.25,28.66,3.1,0,29.83,0
Dessert,Rainy,Eco,Shivaji Nagar,6.44,56.7,3.8,0,6.81,0
Chinese,Clear,Plastic,Wakad,9.96,57.79,1.9,0,10.34,0
Fast Food,Clear,Bag,Wakad,6.99,39.09,4.0,0,10.73,0
Indian,Clear,Box,Baner,1.66,13.58,4.5,0,7.33,0
Fast Food,Clear,Eco,Hinjewadi,8.05,34.56,4.3,0,13.98,0
Chinese,Rainy,Box,Viman Nagar,1.92,19.22,2.0,0,5.99,0
Chinese,Cloudy,Bag,Baner,13.37,34.16,4.2,0,23.48,0
Dessert,Stormy,Plastic,Shivaji Nagar,11.54,19.42,2.7,1,35.65,1
Indian,Rainy,Plastic,Koregaon Park,6.3,45.19,2.1,0,8.36,0
Dessert,Clear,Bag,Wakad,9.96,14.02,1.7,1,42.62,0
Chinese,Clear,Box,Shivaji Nagar,2.57,57.67,4.6,0,2.67,0
Fast Food,Cloudy,Box,Koregaon Park,10.84,19.77,2.7,0,32.9,0
Indian,Rainy,Box,Hadapsar,12.52,43.03,4.5,1,17.46,1
Fast Food,Rainy,Box,Viman Nagar,12.5,55.85,1.6,1,13.43,1
Fast Food,Cloudy,Plastic,Pimpri,4.98,22.39,4.1,0,13.35,0
Indian,Cloudy,Box,Kothrud,4.69,56.71,1.4,0,4.96,0
Dessert,Cloudy,Bag,Kothrud,8.3,29.43,1.1,0,16.92,0
Fast Food,Clear,Bag,Koregaon Park,14.55,58.03,5.0,1,15.04,0
Chinese,Cloudy,Bag,Shivaji Nagar,13.89,58.57,1.3,1,14.23,1
Fast Food,Cloudy,Bag,Baner,6.03,19.4,2.8,1,18.65,0
Indian,Clear,Box,Hinjewadi,11.92,51.55,4.5,0,13.87,0
Indian,Rainy,Plastic,Pimpri,13.9,19.67,4.3,1,42.4,1
Indian,Clear,Eco,Koregaon Park,4.65,21.32,2.9,0,13.09,0
Dessert,Stormy,Box,Hinjewadi,12.62,14.21,3.4,0,53.29,0
Fast Food,Clear,Eco,Hadapsar,4.75,17.83,3.5,1,15.98,0
Dessert,Rainy,Plastic,Hadapsar,5.81,41.61,1.4,1,8.38,1
Dessert,Clear,Box,Koregaon Park,3.78,32.46,2.1,0,6.99,0
Indian,Cloudy,Eco,Koregaon Park,8.1,49.55,2.2,0,9.81,0
Indian,Clear,Plastic,Hadapsar,12.81,26.6,2.5,0,28.89,0
Dessert,Clear,Eco,Baner,8.39,58.43,2.1,1,8.62,1
Fast Food,Clear,Bag,Hadapsar,2.73,12.49,2.0,0,13.11,0
Chinese,Stormy,Bag,Baner,4.52,13.15,2.4,0,20.62,0
Dessert,Clear,Plastic,Hinjewadi,8.88,45.07,2.5,0,11.82,0
Fast Food,Clear,Plastic,Baner,9.16,54.38,2.9,0,10.11,0
