driver_rating,food_type,distance_km,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
1.1,Chinese,8.33,Rain,Box,2,Shivaji Nagar,79.1,0
1.3,Indian,4.18,Rain,Paper,1,Hadapsar,56.4,0
1.5,South Indian,17.01,Clear,Paper,3,Pimpri,72.6,0
2.0,Biryani,10.87,Rain,Box,3,Swargate,10.2,0
3.9,Pizza,19.6,Rain,Foil,1,Baner,31.7,0
3.6,Burger,2.14,Storm,Paper,1,Shivaji Nagar,48.4,0
4.0,Indian,10.14,Clear,Plastic,5,Baner,18.9,0
2.4,Chinese,3.6,Clear,Box,4,Baner,20.6,0
4.8,Pizza,13.42,Clear,Box,4,Hadapsar,56.1,0
1.1,Chinese,19.53,Storm,Foil,0,Koregaon Park,83.4,1
2.3,South Indian,5.04,Fog,Foil,4,Pimpri,57.2,1
4.1,Biryani,18.8,Fog,Paper,5,Kothrud,40.5,1
4.7,Chinese,18.99,Storm,Paper,3,Hinjewadi,10.0,0
3.1,Pizza,9.74,Storm,Paper,5,Wakad,34.1,0
4.7,Chinese,2.98,Storm,Plastic,5,Hinjewadi,87.6,0
3.3,Pizza,15.32,Storm,Plastic,0,Baner,60.3,1
1.0,South Indian,11.55,Storm,Foil,5,Hadapsar,63.9,0
2.9,Indian,10.32,Rain,Foil,1,Pimpri,43.7,0
2.5,South Indian,10.25,Rain,Paper,3,Hinjewadi,19.3,1
4.5,Biryani,13.09,Rain,Paper,1,Viman Nagar,89.4,0
3.2,Indian,14.82,Storm,Plastic,0,Viman Nagar,54.6,0
1.2,Burger,13.65,Storm,Foil,5,Swargate,59.7,1
1.0,Pizza,16.63,Fog,Plastic,1,Kothrud,70.2,1
1.5,Pizza,17.71,Fog,Plastic,1,Koregaon Park,42.5,1
1.2,Biryani,0.52,Fog,Box,3,Hadapsar,49.7,0
3.6,Chinese,16.96,Clear,Paper,0,Hadapsar,49.4,0
2.0,Burger,18.32,Storm,Box,4,Hadapsar,53.5,1
1.8,Burger,18.18,Storm,Box,1,Wakad,25.7,1
4.0,Pizza,1.5,Rain,Plastic,2,Hinjewadi,59.8,0
3.3,Burger,13.54,Fog,Paper,5,Viman Nagar,80.4,0
2.3,Indian,12.69,Rain,Plastic,1,Baner,57.4,0
1.1,Burger,18.29,Fog,Foil,4,Swargate,82.5,1
4.3,Pizza,17.68,Fog,Plastic,0,Viman Nagar,64.6,1
2.0,Pizza,17.94,Fog,Foil,5,Kothrud,44.7,1
4.3,Indian,8.21,Rain,Box,5,Hadapsar,53.5,1
4.9,South Indian,6.91,Clear,Box,4,Shivaji Nagar,17.5,0
2.1,Indian,14.0,Fog,Paper,2,Shivaji Nagar,45.1,1
2.3,South Indian,13.79,Clear,Plastic,4,Hadapsar,31.5,1
3.3,South Indian,7.46,Fog,Foil,2,Swargate,33.6,0
3.2,Chinese,3.52,Fog,Box,0,Hinjewadi,36.6,0
3.4,Biryani,2.61,Fog,Box,0,Swargate,12.5,0
2.6,South Indian,4.25,Clear,Paper,5,Baner,19.9,0
3.4,Indian,1.91,Rain,Plastic,4,Hinjewadi,37.7,1
3.5,Pizza,14.94,Fog,Foil,2,Pimpri,73.1,0
2.4,Burger,15.64,Fog,Foil,4,Koregaon Park,41.4,1
3.9,Indian,11.58,Fog,Plastic,5,Shivaji Nagar,23.3,0
1.9,South Indian,17.98,Clear,Foil,2,Koregaon Park,60.2,0
3.5,Chinese,10.38,Fog,Plastic,4,Viman Nagar,23.0,0
3.4,Pizza,11.5,Clear,Box,1,Wakad,23.9,0
2.1,Biryani,3.03,Storm,Paper,1,Hinjewadi,39.9,1
1.7,Chinese,13.35,Storm,Plastic,2,Wakad,39.3,1
4.7,Burger,15.42,Rain,Paper,5,Pimpri,27.8,0
3.8,Burger,7.77,Clear,Foil,2,Hinjewadi,83.3,0
4.3,Pizza,7.24,Clear,Foil,3,Pimpri,50.1,0
4.5,Indian,9.74,Clear,Box,0,Swargate,14.1,0
2.6,Pizza,4.58,Clear,Paper,2,Kothrud,60.2,0
1.4,Indian,13.61,Rain,Paper,0,Viman Nagar,77.8,0
3.4,Pizza,15.81,Storm,Box,4,Kothrud,15.8,0
3.5,Biryani,18.93,Rain,Plastic,2,Viman Nagar,37.9,0
2.8,South Indian,9.64,Storm,Plastic,3,Baner,77.6,1
1.1,South Indian,6.67,Fog,Plastic,2,Koregaon Park,83.1,0
1.6,Indian,9.73,Storm,Box,2,Viman Nagar,71.5,1
4.5,Pizza,7.86,Fog,Paper,0,Koregaon Park,22.4,0
1.3,South Indian,12.93,Rain,Box,1,Hadapsar,38.0,0
3.8,Burger,12.56,Storm,Box,3,Shivaji Nagar,20.7,0
1.9,Indian,6.93,Storm,Foil,1,Baner,60.5,1
4.6,Indian,9.36,Rain,Paper,2,Wakad,54.9,0
3.6,South Indian,3.83,Storm,Paper,1,Pimpri,26.6,0
1.4,Pizza,6.12,Storm,Paper,4,Hinjewadi,66.7,1
1.3,South Indian,6.62,Clear,Paper,1,Shivaji Nagar,40.7,1
4.5,South Indian,5.19,Fog,Paper,3,Swargate,12.5,0
1.2,Burger,10.22,Rain,Box,5,Viman Nagar,85.1,1
1.9,South Indian,5.08,Fog,Plastic,4,Hinjewadi,85.3,1
1.2,Chinese,1.62,Clear,Plastic,1,Shivaji Nagar,65.9,1
1.2,Biryani,6.88,Clear,Foil,4,Koregaon Park,78.5,1
4.5,Biryani,15.28,Rain,Paper,5,Hinjewadi,42.8,0
2.3,Burger,17.02,Rain,Foil,4,Baner,39.4,0
4.5,Chinese,3.31,Fog,Box,4,Baner,71.6,0
3.4,South Indian,8.3,Fog,Plastic,3,Hadapsar,68.9,0
4.6,South Indian,15.44,Rain,Foil,1,Swargate,45.8,0
1.8,Pizza,9.63,Fog,Paper,5,Swargate,77.7,0
3.3,Chinese,6.22,Clear,Paper,5,Baner,88.3,1
1.2,Burger,16.23,Rain,Box,1,Kothrud,73.5,0
2.2,Chinese,0.87,Storm,Foil,2,Swargate,15.0,0
2.3,Chinese,15.18,Rain,Box,5,Viman Nagar,12.9,1
4.5,Chinese,4.7,Rain,Box,5,Shivaji Nagar,60.5,1
1.6,Burger,11.17,Storm,Plastic,1,Hinjewadi,58.4,0
1.8,Burger,9.34,Clear,Plastic,1,Wakad,31.0,1
3.5,Biryani,15.32,Fog,Foil,3,Pimpri,80.5,0
4.8,Pizza,9.48,Clear,Paper,4,Koregaon Park,49.3,0
3.6,Pizza,1.83,Rain,Foil,5,Swargate,61.9,0
3.6,Chinese,3.69,Clear,Plastic,2,Pimpri,19.0,0
2.7,Burger,3.21,Fog,Foil,1,Koregaon Park,34.7,0
1.6,Burger,7.82,Fog,Box,4,Shivaji Nagar,43.3,1
3.8,Indian,10.53,Storm,Foil,0,Pimpri,31.4,0
3.5,Biryani,18.93,Rain,Plastic,2,Viman Nagar,37.9,0
3.2,Burger,9.37,Storm,Paper,2,Swargate,81.4,0
4.9,Pizza,4.35,Rain,Foil,3,Baner,35.1,0
2.8,Pizza,10.51,Rain,Foil,3,Hadapsar,56.9,0
1.1,South Indian,2.16,Clear,Box,4,Wakad,65.5,1
1.5,Indian,5.9,Storm,Paper,3,Shivaji Nagar,23.7,1
1.9,South Indian,11.54,Rain,Paper,1,Koregaon Park,45.2,1
4.3,South Indian,7.69,Clear,Paper,0,Swargate,49.1,0
4.2,Pizza,7.15,Fog,Paper,1,Viman Nagar,89.6,0
1.3,South Indian,12.47,Storm,Paper,5,Wakad,76.1,1
4.2,Burger,10.06,Fog,Plastic,3,Hadapsar,68.7,0
4.4,Pizza,15.98,Storm,Plastic,3,Shivaji Nagar,57.7,0
4.2,Indian,11.05,Storm,Plastic,1,Hadapsar,58.1,1
1.5,Indian,14.45,Rain,Foil,1,Hinjewadi,71.5,1
2.2,Indian,2.27,Fog,Paper,1,Shivaji Nagar,86.0,1
1.7,South Indian,14.4,Rain,Plastic,2,Hadapsar,88.8,1
1.1,Chinese,18.87,Fog,Paper,5,Shivaji Nagar,82.2,1
1.3,Chinese,8.77,Clear,Plastic,2,Baner,14.1,0
3.4,Pizza,18.73,Clear,Box,1,Hinjewadi,78.7,0
4.3,Pizza,14.71,Rain,Foil,2,Viman Nagar,34.6,1
1.4,Pizza,5.48,Clear,Plastic,0,Shivaji Nagar,75.5,1
4.1,Biryani,10.2,Clear,Foil,1,Pimpri,21.0,0
2.1,Pizza,7.57,Storm,Foil,3,Kothrud,31.7,0
3.0,Pizza,16.31,Clear,Box,4,Hinjewadi,61.3,0
4.0,Chinese,13.17,Fog,Paper,4,Hadapsar,46.7,0
2.4,Pizza,1.05,Clear,Plastic,0,Hinjewadi,82.4,1
1.1,Chinese,10.46,Fog,Plastic,0,Pimpri,81.1,1
2.2,Indian,12.56,Rain,Paper,2,Baner,36.6,1
4.2,Biryani,9.1,Clear,Paper,3,Baner,85.6,0
3.2,Burger,9.23,Rain,Paper,2,Shivaji Nagar,10.3,0
2.0,Pizza,1.83,Clear,Plastic,2,Baner,60.2,0
1.6,South Indian,16.66,Storm,Plastic,2,Hadapsar,36.4,0
4.1,Indian,9.25,Clear,Paper,5,Hinjewadi,86.6,1
1.5,Burger,10.37,Fog,Plastic,4,Shivaji Nagar,76.8,1
2.9,Burger,11.12,Rain,Paper,0,Viman Nagar,89.2,0
2.9,Chinese,15.16,Clear,Foil,0,Pimpri,87.1,0
2.9,Indian,11.15,Fog,Foil,5,Swargate,64.5,0
3.8,Pizza,5.08,Fog,Box,5,Shivaji Nagar,33.7,0
2.0,Pizza,14.32,Storm,Box,5,Pimpri,29.8,0
1.7,Pizza,2.99,Rain,Box,0,Baner,25.2,0
2.3,Pizza,4.23,Storm,Paper,1,Kothrud,78.9,1
3.5,Pizza,13.24,Clear,Box,4,Viman Nagar,17.4,0
3.9,Burger,17.13,Rain,Foil,5,Baner,49.7,0
2.6,South Indian,10.29,Fog,Plastic,1,Shivaji Nagar,53.8,0
2.1,Indian,19.15,Rain,Plastic,0,Swargate,32.1,1
4.3,Chinese,13.25,Fog,Plastic,3,Koregaon Park,12.2,0
2.3,Burger,14.37,Fog,Box,1,Wakad,46.4,1
4.2,Chinese,0.97,Rain,Foil,0,Swargate,27.1,0
3.6,Indian,10.63,Rain,Paper,5,Viman Nagar,50.0,1
1.0,Biryani,8.2,Storm,Box,0,Pimpri,37.1,1
4.9,Indian,2.55,Clear,Paper,5,Koregaon Park,52.3,0
2.5,Burger,7.16,Clear,Paper,5,Shivaji Nagar,32.3,0
1.6,Indian,5.33,Storm,Foil,3,Hinjewadi,88.6,1
1.1,South Indian,11.37,Rain,Box,2,Wakad,20.7,1
1.4,Chinese,13.96,Rain,Box,2,Kothrud,10.5,0
4.6,Pizza,6.67,Fog,Paper,4,Hinjewadi,88.4,1
2.7,Burger,10.22,Clear,Box,3,Kothrud,47.2,0
2.8,Chinese,11.66,Fog,Paper,3,Kothrud,68.7,1
2.2,Burger,10.86,Storm,Plastic,2,Shivaji Nagar,67.2,1
2.4,Indian,14.3,Clear,Foil,0,Shivaji Nagar,30.2,0
1.2,South Indian,13.52,Clear,Paper,3,Hadapsar,44.5,1
4.2,Indian,4.37,Fog,Box,0,Koregaon Park,62.5,1
2.0,South Indian,3.11,Rain,Foil,2,Shivaji Nagar,56.0,0
4.9,South Indian,19.61,Fog,Plastic,3,Viman Nagar,24.9,0
1.5,Biryani,15.81,Fog,Plastic,1,Shivaji Nagar,87.3,1
3.3,Burger,4.86,Rain,Box,0,Viman Nagar,42.8,0
2.5,Burger,6.74,Fog,Plastic,3,Swargate,37.5,0
2.3,South Indian,3.37,Rain,Foil,3,Viman Nagar,81.7,1
4.7,Chinese,10.35,Rain,Paper,0,Kothrud,77.6,1
3.2,Biryani,3.73,Storm,Foil,5,Hadapsar,55.1,0
1.6,South Indian,12.64,Storm,Plastic,5,Shivaji Nagar,66.8,1
1.1,Chinese,6.45,Storm,Foil,2,Hinjewadi,66.5,1
1.7,Pizza,16.63,Fog,Plastic,3,Swargate,24.3,0
2.1,Biryani,11.52,Storm,Plastic,5,Viman Nagar,23.3,1
1.5,Biryani,16.92,Rain,Box,0,Shivaji Nagar,71.6,1
2.9,South Indian,18.67,Rain,Plastic,4,Hinjewadi,67.9,0
1.6,Chinese,14.41,Clear,Paper,2,Hadapsar,25.5,1
2.8,Biryani,19.39,Rain,Plastic,1,Baner,69.8,1
4.4,Indian,19.66,Rain,Plastic,2,Hadapsar,51.7,0
1.9,Burger,5.84,Fog,Foil,4,Hadapsar,37.0,0
1.1,Chinese,10.53,Fog,Plastic,0,Viman Nagar,78.3,0
4.3,Burger,2.42,Fog,Paper,0,Viman Nagar,67.6,0
3.3,South Indian,14.87,Clear,Plastic,2,Shivaji Nagar,34.8,0
3.1,Pizza,1.9,Clear,Box,0,Baner,11.4,0
3.0,Burger,6.38,Fog,Box,2,Hinjewadi,39.3,1
1.5,Biryani,14.55,Clear,Foil,1,Viman Nagar,42.8,1
4.0,Pizza,2.21,Clear,Plastic,4,Kothrud,36.3,0
1.7,Biryani,5.06,Fog,Paper,4,Kothrud,75.4,1
2.0,South Indian,15.75,Clear,Paper,2,Baner,76.3,1
1.2,Indian,17.8,Rain,Box,0,Baner,12.2,1
1.1,Chinese,9.15,Clear,Foil,3,Wakad,68.2,1
1.9,Biryani,13.61,Clear,Foil,5,Wakad,81.8,1
3.9,Pizza,4.2,Storm,Plastic,0,Shivaji Nagar,25.1,1
1.8,Indian,8.23,Fog,Paper,0,Viman Nagar,42.6,1
2.7,Chinese,3.34,Storm,Plastic,1,Kothrud,51.4,0
1.5,Indian,7.07,Storm,Paper,2,Pimpri,39.1,1
2.7,Pizza,2.55,Clear,Plastic,2,Koregaon Park,45.0,0
1.3,Chinese,14.16,Fog,Paper,2,Hinjewadi,46.5,0
3.6,South Indian,3.24,Clear,Foil,3,Wakad,71.1,0
1.4,Chinese,16.34,Fog,Box,5,Kothrud,49.7,0
2.2,Pizza,19.27,Rain,Box,0,Viman Nagar,29.7,0
4.4,Pizza,5.0,Storm,Paper,1,Viman Nagar,64.6,0
3.0,Biryani,1.2,Rain,Paper,1,Wakad,39.9,0
3.0,Indian,9.59,Fog,Foil,3,Kothrud,19.3,0
1.6,South Indian,3.75,Clear,Box,1,Swargate,72.7,1
1.3,Indian,13.08,Fog,Plastic,4,Shivaji Nagar,79.2,1
1.6,South Indian,2.68,Storm,Box,5,Hadapsar,30.4,1
3.5,Indian,7.86,Storm,Paper,3,Baner,78.9,0
2.8,Chinese,3.61,Clear,Box,3,Swargate,66.1,1
1.6,Chinese,11.92,Storm,Foil,3,Koregaon Park,80.9,0
3.9,Chinese,17.84,Storm,Paper,1,Hinjewadi,78.2,0
2.2,Biryani,6.06,Clear,Foil,0,Shivaji Nagar,51.0,0
2.6,Pizza,3.74,Clear,Foil,2,Pimpri,19.4,0
2.5,Chinese,4.74,Rain,Foil,3,Wakad,41.0,0
4.7,Indian,5.64,Rain,Foil,5,Hinjewadi,79.6,1
1.4,Indian,9.9,Fog,Foil,5,Hadapsar,37.3,1
2.6,Chinese,7.54,Rain,Plastic,3,Kothrud,59.7,0
1.8,Chinese,16.93,Storm,Foil,5,Viman Nagar,69.3,0
1.7,Chinese,8.11,Fog,Box,2,Hadapsar,41.3,0
4.3,Indian,1.99,Fog,Plastic,0,Swargate,47.3,0
2.1,South Indian,12.6,Fog,Foil,3,Kothrud,69.0,1
1.6,Pizza,1.14,Rain,Plastic,0,Shivaji Nagar,74.5,1
1.4,Pizza,7.8,Fog,Foil,3,Shivaji Nagar,39.3,1
2.2,South Indian,18.5,Clear,Box,3,Shivaji Nagar,10.7,1
3.9,Pizza,18.29,Fog,Box,0,Hinjewadi,65.8,0
1.7,South Indian,11.59,Clear,Paper,4,Hinjewadi,74.8,0
3.5,Burger,1.8,Rain,Paper,3,Swargate,49.5,0
1.8,South Indian,9.65,Storm,Plastic,1,Baner,37.9,0
2.1,Burger,13.07,Clear,Paper,2,Baner,60.7,1
1.3,Pizza,8.08,Fog,Box,4,Kothrud,42.8,0
1.1,Burger,2.02,Storm,Paper,5,Hinjewadi,22.8,0
3.3,Chinese,16.19,Fog,Plastic,1,Koregaon Park,37.1,0
3.7,Indian,9.32,Fog,Plastic,1,Viman Nagar,25.3,0
4.7,Burger,14.67,Fog,Plastic,4,Kothrud,57.0,0
1.7,Indian,1.91,Rain,Box,3,Koregaon Park,52.7,0
4.7,Burger,10.82,Fog,Box,5,Wakad,74.9,1
2.6,Indian,19.77,Fog,Paper,5,Baner,40.5,0
4.8,Burger,10.41,Clear,Foil,4,Shivaji Nagar,67.1,0
4.3,Chinese,4.26,Rain,Paper,4,Swargate,36.8,1
4.9,Biryani,14.84,Clear,Foil,2,Wakad,15.0,0
3.6,Biryani,2.47,Fog,Plastic,5,Koregaon Park,63.7,0
4.0,Pizza,9.04,Fog,Box,4,Hadapsar,58.9,0
1.8,Biryani,2.34,Fog,Paper,3,Pimpri,68.0,0
3.0,Biryani,6.89,Fog,Foil,0,Hinjewadi,62.0,0
1.2,Biryani,1.06,Rain,Paper,0,Baner,77.5,0
3.2,South Indian,15.3,Clear,Paper,5,Hinjewadi,68.9,1
2.7,Biryani,19.88,Clear,Paper,2,Wakad,88.5,0
3.1,Pizza,15.29,Fog,Foil,5,Hinjewadi,69.4,1
3.0,Indian,16.42,Storm,Box,4,Swargate,15.0,1
1.8,Pizza,2.41,Rain,Plastic,3,Hinjewadi,36.0,0
3.5,Indian,18.63,Rain,Paper,5,Koregaon Park,24.7,0
3.9,Biryani,2.67,Storm,Paper,3,Pimpri,19.9,0
3.7,Pizza,18.3,Fog,Plastic,3,Kothrud,43.6,0
2.5,Pizza,15.76,Fog,Paper,3,Baner,40.5,0
2.5,Burger,4.47,Storm,Plastic,1,Shivaji Nagar,20.0,0
2.0,Indian,0.55,Fog,Foil,5,Koregaon Park,60.8,1
3.7,Chinese,9.02,Rain,Foil,2,Shivaji Nagar,66.8,0
1.3,South Indian,8.95,Storm,Plastic,2,Wakad,59.8,0
1.2,Burger,2.39,Storm,Paper,5,Kothrud,19.6,1
4.6,South Indian,19.95,Fog,Paper,2,Hinjewadi,85.5,1
3.1,South Indian,19.05,Fog,Box,3,Hadapsar,28.7,0
3.1,Burger,7.32,Storm,Foil,0,Wakad,65.7,0
1.1,Chinese,4.75,Fog,Box,1,Viman Nagar,83.8,0
3.9,South Indian,13.27,Rain,Box,3,Hadapsar,71.7,0
1.0,Burger,7.63,Fog,Paper,0,Baner,46.7,1
3.7,Indian,19.03,Storm,Foil,0,Hadapsar,64.3,0
3.1,Biryani,14.75,Clear,Plastic,4,Shivaji Nagar,51.7,0
3.7,Indian,17.71,Clear,Foil,4,Hadapsar,70.9,1
2.7,Biryani,9.01,Rain,Foil,1,Baner,61.2,1
4.4,Burger,0.72,Rain,Plastic,4,Viman Nagar,38.1,0
1.4,Pizza,0.69,Clear,Plastic,0,Baner,36.3,1
1.3,Indian,1.76,Storm,Foil,0,Swargate,69.1,1
1.6,Indian,16.72,Rain,Foil,5,Wakad,26.0,0
4.6,Biryani,8.33,Clear,Paper,2,Koregaon Park,68.6,0
1.2,Indian,16.4,Rain,Foil,1,Wakad,65.8,0
3.5,Biryani,5.81,Fog,Paper,2,Viman Nagar,39.7,0
4.6,South Indian,15.3,Storm,Paper,5,Koregaon Park,36.8,0
3.8,Burger,16.85,Clear,Paper,3,Hadapsar,10.2,0
3.1,Burger,4.93,Clear,Plastic,4,Koregaon Park,23.9,0
1.9,Pizza,19.6,Storm,Plastic,4,Viman Nagar,85.1,1
2.2,Pizza,13.98,Rain,Box,0,Pimpri,65.8,0
3.7,Indian,11.28,Storm,Plastic,5,Pimpri,29.9,0
4.6,Burger,8.9,Fog,Paper,0,Shivaji Nagar,25.0,1
1.8,Indian,5.21,Fog,Paper,1,Kothrud,15.4,1
4.4,Indian,17.54,Clear,Box,4,Baner,66.5,1
4.4,South Indian,3.8,Clear,Plastic,5,Shivaji Nagar,85.9,1
3.0,Burger,8.67,Clear,Foil,0,Baner,53.4,1
1.0,Biryani,10.44,Storm,Foil,5,Viman Nagar,55.8,1
1.7,South Indian,11.81,Clear,Foil,0,Koregaon Park,65.8,1
4.9,Burger,14.09,Fog,Plastic,2,Swargate,77.7,0
1.2,Indian,16.4,Rain,Foil,1,Wakad,65.8,0
2.9,Biryani,2.03,Rain,Foil,3,Wakad,53.9,0
3.2,Burger,16.15,Rain,Plastic,0,Pimpri,83.0,0
4.2,Biryani,15.31,Clear,Box,2,Viman Nagar,81.5,0
2.6,South Indian,4.98,Rain,Plastic,0,Viman Nagar,68.9,0
3.1,Chinese,14.93,Fog,Paper,0,Hadapsar,44.1,1
2.9,Burger,0.92,Rain,Foil,5,Baner,39.1,1
2.8,Indian,18.61,Fog,Paper,2,Pimpri,24.0,0
2.0,Chinese,12.06,Fog,Foil,0,Hinjewadi,87.0,1
1.7,Burger,16.29,Clear,Box,0,Wakad,54.5,1
1.3,Chinese,1.69,Rain,Foil,1,Baner,27.0,0
2.1,Indian,13.58,Fog,Box,2,Swargate,43.1,1
4.8,Biryani,12.54,Clear,Foil,0,Wakad,71.1,0
1.7,Burger,15.74,Storm,Paper,4,Hinjewadi,53.0,1
1.3,Biryani,14.49,Storm,Plastic,4,Hinjewadi,66.5,0
4.4,Chinese,6.75,Storm,Foil,3,Swargate,29.8,0
3.1,South Indian,4.87,Clear,Plastic,1,Wakad,66.0,1
4.5,Burger,1.8,Storm,Box,5,Shivaji Nagar,29.2,1
4.2,Chinese,0.8,Clear,Foil,0,Hinjewadi,50.8,0
4.4,South Indian,5.46,Clear,Box,2,Pimpri,30.5,0
2.2,Biryani,3.74,Clear,Paper,4,Shivaji Nagar,34.3,0
1.2,Chinese,1.53,Storm,Plastic,5,Baner,16.4,1
1.6,Indian,18.37,Rain,Foil,2,Pimpri,31.8,0
4.1,Pizza,18.59,Rain,Foil,0,Swargate,67.9,1
3.6,Pizza,4.81,Fog,Plastic,4,Pimpri,69.6,1
1.0,Burger,15.5,Fog,Plastic,3,Pimpri,59.6,1
4.5,Biryani,13.39,Fog,Plastic,4,Pimpri,31.7,1
4.5,Pizza,17.0,Storm,Plastic,2,Pimpri,30.6,0
1.6,South Indian,12.95,Fog,Foil,4,Hadapsar,13.4,1
2.5,Burger,18.06,Rain,Paper,0,Baner,70.6,1
4.3,South Indian,0.83,Clear,Plastic,0,Koregaon Park,27.7,0
3.8,South Indian,17.66,Rain,Plastic,0,Kothrud,88.0,0
1.0,Indian,3.14,Clear,Foil,0,Baner,52.8,1
4.1,Burger,16.44,Fog,Foil,3,Viman Nagar,89.5,1
2.7,Burger,8.7,Rain,Box,1,Hinjewadi,84.4,0
1.1,Burger,11.2,Storm,Foil,5,Shivaji Nagar,37.4,1
4.3,Pizza,1.15,Fog,Box,4,Shivaji Nagar,43.1,0
1.3,Indian,17.46,Rain,Foil,5,Swargate,30.2,1
1.6,Pizza,18.13,Rain,Paper,5,Hadapsar,79.1,1
1.5,Biryani,15.12,Storm,Box,2,Pimpri,55.8,0
4.3,Indian,15.04,Rain,Plastic,1,Viman Nagar,77.5,1
2.0,Biryani,10.51,Fog,Box,4,Pimpri,63.0,1
1.9,Pizza,7.54,Fog,Box,5,Baner,50.2,1
1.7,Indian,5.7,Clear,Paper,5,Pimpri,24.7,1
4.6,Pizza,17.96,Storm,Paper,0,Koregaon Park,64.9,1
3.0,Chinese,12.98,Clear,Paper,5,Koregaon Park,28.6,0
2.5,Pizza,3.36,Clear,Paper,0,Viman Nagar,52.4,0
2.3,Burger,7.09,Fog,Foil,5,Hadapsar,32.6,1
3.0,Indian,8.84,Fog,Plastic,3,Hadapsar,43.3,0
2.9,South Indian,8.96,Rain,Foil,2,Swargate,31.1,1
4.9,Biryani,9.07,Rain,Plastic,2,Kothrud,26.2,0
4.2,Indian,5.87,Rain,Paper,5,Koregaon Park,74.0,0
3.8,Burger,12.63,Clear,Plastic,4,Swargate,20.6,0
2.0,Biryani,18.24,Clear,Box,5,Koregaon Park,50.9,1
2.0,Biryani,16.7,Fog,Box,1,Hinjewadi,22.0,1
4.9,South Indian,14.96,Storm,Paper,3,Koregaon Park,80.9,0
1.7,Indian,5.43,Clear,Foil,5,Pimpri,55.8,1
1.1,Pizza,13.57,Rain,Box,2,Kothrud,23.5,0
3.6,Biryani,2.84,Clear,Paper,0,Hinjewadi,65.4,0
2.7,South Indian,4.11,Fog,Foil,1,Wakad,35.8,0
1.3,South Indian,17.96,Storm,Paper,3,Baner,17.6,0
4.9,Pizza,16.96,Fog,Box,0,Hadapsar,56.5,0
3.3,Biryani,10.3,Clear,Paper,3,Hadapsar,71.7,1
4.1,Indian,8.54,Fog,Plastic,2,Viman Nagar,24.1,0
2.9,Indian,16.62,Storm,Foil,0,Shivaji Nagar,84.0,0
1.4,Burger,17.06,Rain,Plastic,1,Hinjewadi,37.0,0
4.3,Biryani,3.07,Clear,Plastic,5,Viman Nagar,47.6,0
1.7,South Indian,4.22,Storm,Foil,4,Viman Nagar,22.9,0
3.3,South Indian,13.37,Storm,Box,1,Viman Nagar,84.6,0
4.9,Pizza,16.79,Storm,Plastic,4,Viman Nagar,37.0,0
2.7,Biryani,19.44,Storm,Foil,0,Swargate,68.5,0
4.1,South Indian,18.16,Storm,Box,2,Wakad,54.1,0
1.9,Biryani,5.8,Storm,Paper,2,Hinjewadi,31.3,1
5.0,Pizza,14.9,Storm,Box,1,Baner,63.1,1
3.0,Chinese,15.83,Storm,Foil,2,Hinjewadi,45.2,0
1.8,Biryani,19.72,Storm,Box,2,Wakad,47.4,0
4.8,Biryani,18.54,Fog,Plastic,4,Pimpri,67.2,1
2.6,Biryani,17.26,Fog,Plastic,4,Koregaon Park,65.9,0
2.0,South Indian,18.7,Rain,Foil,5,Viman Nagar,82.4,1
2.9,Burger,7.11,Clear,Plastic,2,Kothrud,20.7,0
4.9,Pizza,13.79,Rain,Box,1,Koregaon Park,31.5,1
4.6,Burger,4.89,Rain,Box,3,Baner,57.2,0
2.8,South Indian,19.11,Clear,Box,0,Wakad,43.2,1
2.6,Chinese,16.74,Storm,Box,3,Swargate,15.1,0
1.2,Pizza,19.85,Fog,Box,2,Viman Nagar,26.5,0
1.1,Indian,3.25,Clear,Box,0,Wakad,71.7,0
3.2,Biryani,17.78,Rain,Paper,3,Hadapsar,87.2,1
3.1,South Indian,3.93,Rain,Box,5,Viman Nagar,46.6,0
1.4,Biryani,5.24,Rain,Paper,5,Koregaon Park,34.6,1
3.7,Biryani,11.66,Clear,Plastic,4,Baner,36.5,0
1.8,Chinese,18.28,Storm,Foil,4,Hadapsar,22.5,1
4.2,Pizza,12.14,Clear,Foil,2,Pimpri,76.9,0
2.1,Biryani,2.76,Storm,Plastic,1,Kothrud,37.7,0
2.1,Biryani,12.61,Clear,Box,4,Pimpri,31.4,1
3.4,Chinese,5.65,Storm,Foil,4,Wakad,22.2,0
1.1,Burger,5.09,Storm,Paper,3,Koregaon Park,71.6,1
4.7,Chinese,2.98,Storm,Plastic,5,Hinjewadi,87.6,0
5.0,Burger,16.06,Clear,Plastic,2,Wakad,39.5,0
1.1,Biryani,8.44,Rain,Paper,0,Shivaji Nagar,56.3,1
4.4,Chinese,8.09,Rain,Plastic,2,Hadapsar,48.7,0
1.7,South Indian,16.5,Fog,Plastic,3,Baner,78.6,0
1.8,South Indian,13.33,Storm,Plastic,3,Viman Nagar,33.7,1
2.1,Burger,14.13,Rain,Plastic,3,Hinjewadi,13.1,1
4.5,South Indian,2.03,Storm,Plastic,1,Baner,65.1,0
2.1,Burger,9.64,Fog,Plastic,5,Hinjewadi,20.6,1
3.6,Chinese,9.57,Storm,Box,1,Hinjewadi,77.0,1
3.2,South Indian,18.82,Storm,Foil,5,Hadapsar,67.8,0
